seed,mae,r2,pearson
0,2.0411389863779776,0.16479356431091152,0.5284095886607834
1,1.9582656222129673,0.41326646616840934,0.6545145801680856
2,2.122885799015772,0.09290058791468181,0.38644797746171416
3,1.9267457549629214,0.4132399819180246,0.6539229371794059
4,2.0555942490960475,0.22118008312821225,0.4770569641041513
5,2.103304131345121,0.2845384096505109,0.5502067636663852
6,2.1462866412985324,0.2162696474989143,0.5085158090802697
7,1.8110084460504652,0.1673934207093717,0.4842436189542767
8,2.0354898350511657,0.18655792832409046,0.47691183787116925
9,2.40515671202992,0.1910562301951172,0.4563981913024483
10,1.9568606076275574,0.32251136137736713,0.5736292504525092
11,2.0606127864349872,0.3255603172261421,0.5724329410031385
12,1.7711110949114075,0.35875360762626163,0.6072415679423749
13,1.8354621361636272,0.18709947259183313,0.47574036253705443
14,1.7899790673787261,0.2862357269286362,0.5501531672630899
15,2.2575518772361827,0.22230188737414203,0.4866903551875577
16,1.8213902761260485,0.2711380312438557,0.5345421777654138
17,1.8974745360017178,0.2516446821056978,0.5317314654690832
18,2.151745337051464,0.330638562466976,0.5846267415733181
19,2.0032252360806324,0.25898375287203046,0.5183040668745705
20,1.9896685962577678,0.24086842196178881,0.5031607278636232
21,1.870374005485714,0.33467497403070245,0.582636758454034
22,2.211218192966288,0.19707649373081138,0.4635933419865953
23,1.8615735620669271,0.32855033156877145,0.5796682521111332
24,1.8084141395304243,0.28687304868444685,0.5542961623433366
25,1.929287339929321,0.3445368473762537,0.5908246867707183
26,2.0279449285340276,0.1812225001246115,0.4490221533463126
27,1.900004256411848,0.3180806175975468,0.569652629779249
28,2.0694327806919453,0.23949032434538953,0.4971106710762132
29,2.0376687776073186,0.3551848540391076,0.601490337148159
30,1.890252607409267,0.3379672639285588,0.5982152294131798
31,1.8931792791399455,0.2779723784481324,0.5442276967063132
32,2.135337372288341,0.26699006873685427,0.5336628947984736
33,2.090753787829768,0.21988331954010987,0.4852864805494171
34,1.9403278407421132,0.34856678126808194,0.5905603600258136
35,1.8734384738700327,0.335758254175066,0.5958391277900025
36,2.118094257470554,0.10938064438801687,0.4115673144395158
37,1.8658865061289345,0.2847179942837722,0.5349340654641778
38,1.7977860522545186,0.32164248187636846,0.5879387772713568
39,2.2653211954559502,0.226554253089999,0.4767820200055914
40,2.138093618702172,0.18495478650701946,0.47500913659847294
41,1.9862589768253114,0.2999038413877191,0.5681152922837888
42,2.2085282162452513,0.2274325251805206,0.47788150059763623
43,2.337191734755417,0.20066021790268596,0.45159972578576346
44,1.902539530819486,0.15386991418435714,0.46658602798068904
45,2.1153056750745542,0.17001159305988955,0.46656728084356
46,2.1398686346026685,0.21343706999765633,0.48073477503538214
47,1.7763499861210932,0.40158010922489784,0.644307980264578
48,2.0257274163375536,0.3248030516243885,0.5785450734050891
49,1.9462210433020817,0.27070701322593294,0.5383439046257155
50,2.252898191820451,0.3323357533880441,0.5892914068264586
51,1.9990732742987176,0.2794911617007181,0.5386756993672801
52,2.2476257192678406,0.3432084726826927,0.5905025547499829
53,2.1028122117472035,0.24614379840257494,0.5300706974414672
