dataset,seed,mae,r2,pearson
HigherEd,70,1.7119819701924583,-0.1536584373914398,0.374680212769947
HigherEd,71,1.4442045173590314,0.2416138578901422,0.5505350744014371
HigherEd,72,1.642823495171157,0.3809664227959788,0.6551309150700021
HigherEd,73,1.6430438369253615,0.0959624396389386,0.541358767281666
HigherEd,74,1.5918047692146409,0.3000979600895364,0.5720841266114519
HigherEd,75,1.794389356270642,-0.1968656405725806,0.2682694518030195
HigherEd,76,1.6973261757321507,0.0921923548197806,0.6082675957615493
HigherEd,77,1.8736568540734804,-0.3472030466708531,0.2872216332088099
HigherEd,78,1.5118346816788613,0.2446130172526733,0.5707267010759673
HigherEd,79,1.6332012328714265,0.321148909040581,0.5997599029935269
HigherEd,80,1.72633359564291,0.1054170121229716,0.4961719714183265
HigherEd,81,1.917925191588743,-0.1096171983227389,0.2872569851850653
HigherEd,82,1.889347420818405,0.0711470280577506,0.4386267915328128
HigherEd,83,1.9105908932027025,-0.2754912271601795,0.3995276654874947
HigherEd,84,1.8131415807083415,0.066056402466141,0.4616958202381359
HigherEd,85,1.4659551692054995,0.4266899739646292,0.6726207696089653
HigherEd,86,1.6371901944034666,0.0321072138696962,0.4066957021495111
HigherEd,87,1.968808512092056,-0.27259949865244,0.3081494587686983
HigherEd,88,1.553763328963724,0.1546084205076033,0.4343307051897394
HigherEd,89,1.8609738541723344,-0.152378751254641,0.4063672611060096
HigherEd,90,1.4499088593930956,0.3440409166441676,0.5942464032373775
HigherEd,91,1.8985175599647464,-0.0545989288649708,0.3961797938205732
HigherEd,92,1.469788494160437,0.3994025428722545,0.6371119953682325
HigherEd,93,1.7471744265332083,0.3093047302123936,0.615032992369826
HigherEd,94,1.6325406429784428,-0.0242442800757602,0.4121034184486971
HigherEd,95,1.8337616065494369,-0.6560638329186004,0.3590533214341549
HigherEd,96,1.8941638428754544,-0.2281033275060864,0.2072302385398947
HigherEd,97,1.6591250702029972,0.1088125671203814,0.5022455174441591
HigherEd,98,1.7774277894551598,0.0470345365043727,0.4914246667455194
HigherEd,99,1.6149195424985996,0.1849486286834775,0.491029791366281
MM-TBA,0,0.8767872842345962,-0.0281862025815395,0.3521801299805579
MM-TBA,1,0.6410290267174064,-0.0439949682802076,0.2395529427266681
MM-TBA,2,0.7420834311332396,-0.003566304745578,0.2695725202736947
MM-TBA,3,0.8062625963753557,-0.0898995503695354,-0.0168943098780785
MM-TBA,4,0.863180585567893,-0.1329615985438366,0.257762896736481
MM-TBA,5,0.7823150207254459,-0.0658860448740128,0.1625291834124064
MM-TBA,6,0.7802575746578979,-0.0574474815187939,0.1246644578414372
MM-TBA,7,0.7341546900176481,-0.0458409100959782,0.1921427734964473
MM-TBA,8,0.743826701225893,0.1679636414103394,0.4250932834603774
MM-TBA,9,0.6563075064189814,-0.0884960395829081,0.2014151166120112
MM-TBA,10,0.7613020010160632,-0.1544047610955226,0.0911820069708034
MM-TBA,11,0.8653050797240146,-0.2346451943513734,0.0973868125488862
MM-TBA,12,0.7950256172179877,-0.1272891336199111,0.0636968443397822
MM-TBA,13,0.8246224674522066,0.0829652901973012,0.2889525810637181
MM-TBA,14,0.7355192259113738,-0.0555974972451089,0.2534490040884792
MM-TBA,15,0.6537316418864136,0.2187997055041853,0.4786533031979595
MM-TBA,16,0.9082180367446197,0.0853559141300883,0.3119518832750172
MM-TBA,17,0.7101742062536379,-0.165883048878801,0.0738535823513937
MM-TBA,18,0.7971017210093392,0.0342124466251015,0.2569883931498603
MM-TBA,19,0.8545580726529933,-0.1914012202520298,0.0858999215582558
MM-TBA,20,0.759151303020248,0.0954801795652078,0.3181976298391665
MM-TBA,21,0.8111993486702243,-0.0516779448126079,0.1293050850665224
MM-TBA,22,0.9762914983119434,-0.3137543314448869,0.0854823893824775
MM-TBA,23,0.7412325680362586,-0.1042420529957872,0.1181127039400361
MM-TBA,24,0.6560028829257167,0.2762181954454152,0.5563179062322601
MM-TBA,25,0.6824895979900545,-0.0307517276915545,0.1677311915239578
MM-TBA,26,0.806730154920963,0.0636102740239985,0.2864929338322105
MM-TBA,27,0.7980358998919801,-0.1472074065701529,0.0556354042786304
MM-TBA,28,0.6880423953893823,0.0601980558724759,0.3253657187355914
MM-TBA,29,0.8379387642742873,-0.1157761572120241,0.0745690185327809
MM-TBA,30,0.681670483244923,0.0436649679932492,0.2567715901942735
MM-TBA,31,0.9606980072822604,-0.0473720068648233,0.0506779103538467
MM-TBA,32,0.7347154514612395,-0.0058313391230468,0.1868256622037008
MM-TBA,33,0.7523331878267693,0.1169023492799224,0.4025122370351605
MM-TBA,34,0.871319561314491,0.115792768370644,0.3411328080801086
MM-TBA,35,0.7722033258955765,-0.1099733998734282,0.0616316326866222
MM-TBA,36,0.8954141987946966,-0.0005165926839774,0.1644591595213584
MM-TBA,37,0.7883460862746484,0.0602097477925398,0.2564412292335186
