seed,mae,r2,pearson
0,1.5153806719334115,0.021359697198801264,0.4465091460877458
1,1.9274940841835497,-0.3233847827428993,0.16635658900398562
2,1.499504389955812,0.2583333455314428,0.5188453243441158
3,1.7464794503728012,-0.0463760482094131,0.4256529021961203
4,1.6636330713981087,0.04108278246994923,0.533489313154735
5,1.8928205068519206,-0.39998973067186294,0.2686901831831338
6,1.6365359428316975,0.2140815394410096,0.5857283019155399
7,1.8303035861483805,0.10744572435848498,0.47786589428423004
8,1.5909455473447198,0.29624818171576783,0.5962930211863773
9,1.6710464740173394,-0.0007816643031619552,0.3821590672209313
10,1.623262968204854,0.1098885156561914,0.4981068375590367
11,2.1051967362620454,-0.49011616702730953,0.39524992950851323
12,1.7936983603765726,-0.06674484616063836,0.38264392452986945
13,1.677552402135797,-0.09116172600210759,0.4240633085005345
14,1.19738586007295,0.5212137604075118,0.7789530027811754
15,1.6393283062512873,0.09372857647363542,0.4381723159503894
16,1.8891071331566796,0.01785242871477488,0.33617799900815615
17,1.4159331775174262,0.4097981068584361,0.6495205985460691
18,1.9169539653146535,-0.3365842284533185,0.2833045923833739
19,1.5125751207460976,0.4319481497921517,0.7041242212821164
20,1.2194694973594158,0.32833876882286805,0.6352723848952635
21,1.7939237097911964,-0.5883354226331439,0.20605083687556305
22,2.0041004562458005,-0.33132728832211944,0.3043129461369328
23,1.5762696257800703,-0.1182545367690706,0.355099583567217
24,1.4758446628774886,0.3785845481886013,0.6757634145195675
25,1.6392795438962224,0.18757539031310233,0.5439809532067855
26,1.5791145129323163,0.0981661042286841,0.4782440622569127
27,1.5711636248955714,0.17504762130934448,0.5634237539175585
28,1.6106828051884725,-0.015097216628485732,0.53506205211791
29,1.5732096726705007,0.1796354927316295,0.4825666784528305
30,1.5368591305470736,0.2565917304199501,0.5766243339378777
31,2.103621795635306,-0.30003135067732467,0.27193435168936464
32,2.1515507591819967,-0.22518225455751395,0.20765376841824118
33,1.4840202394706827,0.24779010440260385,0.5719523233167525
34,1.7790142028626033,0.12959455693863742,0.4637513762105259
35,1.9840280545747557,-0.11611308739525716,0.37048583797786444
36,1.6906822141465854,0.07753709218038496,0.44956776531647547
37,2.068842587408851,-0.03430980802536987,0.4445936826387641
38,1.7871239547429274,-0.0402141507281748,0.43108757245569795
39,1.4011568794052083,0.23165548894950327,0.5105863922458428
40,1.5611233660440982,0.2714063570914441,0.5811107146384157
41,1.7085994130880289,0.18622206868001023,0.5822918013866727
42,1.8466608315283768,-0.08570156480971747,0.25107633258760265
43,1.4377644288987306,0.377147928543375,0.6281852848204691
44,1.5345489608649965,0.2675062734743079,0.5604098397757915
45,1.8157462990072073,-0.12150661555003461,0.49119951970232334
46,1.594287019767305,0.14834420884715183,0.5124706280735958
47,1.7035535903042485,0.24981717202897924,0.5170246188485262
48,1.35057944805217,0.16568826745980536,0.5885864375020202
49,1.2499980216248692,0.4192845787310642,0.6509270572148439
50,1.8637238355449086,-0.4418631228520471,0.5225665487025469
51,1.6064793417794854,0.20177045145461825,0.5170154154089496
52,2.101703264729204,-0.5145809157724293,0.2725037402228585
53,1.8034943852956649,0.15361080988616893,0.4647295169012372
54,1.6692150814210118,0.06978780359591408,0.399738961859367
55,1.4258363374647425,0.2654635361740937,0.6022866832181492
56,1.3702689609471548,0.3826124608859176,0.6329821620691869
57,1.9190400568124704,-0.8951072656353387,0.26196402853525413
58,1.6170116114646105,-0.23731891314470643,0.5072047462989573
59,1.7659826495517073,0.1329494441863196,0.5189482048169822
60,1.7726617162244365,-0.08675009608695317,0.4806489534058296
61,1.764439279246888,0.26899037667211945,0.544702527771201
62,1.7031406036022418,0.04601914274459418,0.48223799498538583
63,1.8681300156054805,-0.16438700725084177,0.26790460362446267
64,1.8044876500585016,-0.014963735200820727,0.3866299082566829
65,2.0900421455835945,-0.34385529464890974,0.17491759833886097
66,1.637928357166644,0.12091910456056332,0.542161509049848
67,1.7143263754403555,0.15341886550629003,0.5099762565948375
68,1.4572651330973805,0.28231146054333134,0.5912996751184941
69,1.6999327159184083,0.08070555149801362,0.4371681850820691
70,1.7119819701924583,-0.1536584373914398,0.374680212769947
71,1.4442045173590314,0.24161385789014223,0.5505350744014371
72,1.6428234951711573,0.3809664227959788,0.6551309150700021
73,1.6430438369253617,0.09596243963893869,0.541358767281666
74,1.5918047692146409,0.3000979600895364,0.5720841266114519
75,1.794389356270642,-0.1968656405725806,0.26826945180301953
76,1.6973261757321507,0.09219235481978061,0.6082675957615493
77,1.8736568540734804,-0.3472030466708531,0.2872216332088099
78,1.5118346816788613,0.24461301725267337,0.5707267010759673
79,1.6332012328714265,0.321148909040581,0.5997599029935269
80,1.72633359564291,0.10541701212297161,0.4961719714183265
81,1.917925191588743,-0.10961719832273897,0.28725698518506537
82,1.889347420818405,0.07114702805775064,0.43862679153281287
83,1.9105908932027025,-0.2754912271601795,0.3995276654874947
84,1.8131415807083417,0.06605640246614108,0.4616958202381359
85,1.4659551692054995,0.42668997396462927,0.6726207696089653
86,1.6371901944034666,0.03210721386969628,0.4066957021495111
87,1.9688085120920558,-0.27259949865244004,0.30814945876869837
88,1.553763328963724,0.15460842050760337,0.43433070518973943
89,1.8609738541723344,-0.15237875125464106,0.4063672611060096
90,1.4499088593930956,0.3440409166441676,0.5942464032373775
91,1.8985175599647464,-0.054598928864970864,0.3961797938205732
92,1.4697884941604373,0.3994025428722545,0.6371119953682325
93,1.7471744265332083,0.3093047302123936,0.615032992369826
94,1.6325406429784428,-0.024244280075760294,0.41210341844869713
95,1.8337616065494367,-0.6560638329186004,0.35905332143415497
96,1.8941638428754544,-0.22810332750608642,0.20723023853989478
97,1.6591250702029972,0.10881256712038145,0.5022455174441591
98,1.7774277894551598,0.047034536504372726,0.4914246667455194
99,1.6149195424985996,0.1849486286834775,0.49102979136628105
