dataset,seed,mae,r2,pearson
UCI,7,1.8221735144895908,0.17573935978885147,0.0
UCI,8,2.0209286090597796,0.2402145939406498,0.0
UCI,9,1.8517995003927332,0.2775949112650695,0.0
UCI,10,1.899681441851679,0.2483705920535612,0.0
UCI,11,2.0691978044082195,0.2221782753541478,0.0
UCI,12,2.0925934066280707,0.28007980726838055,0.0
UCI,13,1.918803585759634,0.2273313055712484,0.0
UCI,14,2.1563136062196855,0.2186815156644461,0.0
UCI,15,2.1814141011776447,0.2841617332134377,0.0
UCI,16,2.2225531950007134,0.23443781595119126,0.0
UCI,17,2.088731932385125,0.2794678513055293,0.0
UCI,18,2.211799982845456,0.2814959641195302,0.0
UCI,19,1.7330789006264555,0.1830418340858375,0.0
UCI,20,1.963700635656337,0.22891455102835712,0.0
UCI,21,1.882675135207578,0.36266142710033844,0.0
UCI,22,2.0282042882173186,0.1814631959110229,0.0
UCI,23,1.9262876505590898,0.11493364201688083,0.0
UCI,24,1.9860928116509058,0.13269269699448838,0.0
UCI,25,2.2883466351843555,0.2644837114546545,0.0
UCI,26,1.9855672064372798,0.2646096742795141,0.0
UCI,27,2.0716707800947067,0.2542579354221754,0.0
UCI,28,1.9763373408703737,0.3470784171282144,0.0
UCI,29,2.0217835336834793,0.0761704136682764,0.0
UCI,30,2.011499039429875,0.2900496794592806,0.0
UCI,31,2.07676631608359,0.37128005752423643,0.0
UCI,32,2.182565043382717,0.18385366344423848,0.0
UCI,33,2.253702156437754,0.23598408452922348,0.0
UCI,34,2.056299031120929,0.20998171986823616,0.0
UCI,35,2.097605282757504,0.20012300712441727,0.0
UCI,36,1.8407886078895377,0.2397158943782505,0.0
UCI,37,1.9976440412869334,0.3619441452275881,0.0
UCI,38,2.1493611739690235,0.39051241755701527,0.0
UCI,39,2.138394325797977,0.23904143592953808,0.0
UCI,40,2.0418365356263295,0.39522895699363025,0.0
UCI,41,2.1414083046052075,0.26493439936500385,0.0
UCI,42,2.083029190759717,0.38467920953397905,0.0
UCI,43,2.1877294864656793,0.2559523861591145,0.0
UCI,44,2.0533093107650275,0.27158901737050073,0.0
UCI,45,1.958124048448148,0.2879267969741953,0.0
UCI,46,2.0601682513519894,0.4840065979968853,0.0
UCI,47,1.5781700639201683,0.3217856326500553,0.0
UCI,48,2.067110177161564,0.21316174231139118,0.0
UCI,49,1.4722481262505958,0.32998964702923267,0.0
